document_id,Clean Text,Sentiment
680,"This movie is just... wow! I don't think I have ever felt like this watching a movie! Its like a blend of being sad but also scared! I read that Christopher Nolan said it kind of had themes of horror, and watching the movie i think I knew what he meant! Very few movies can make you feel quite like this one can!Nolan once again shows he is an expertly craftsman in filmmaking! This stands as perhaps one of his more humble movies but also one of his greatest! Reminds me of his earlier movies!The cast is also AMAZING with Cillian Murphy delivering the performance of his carrer as Oppenheimer, esentially becoming him, and pretty much securing himself an Oscar nomination for best lead actor! Robert Downey Junior also gives one of his best performances, reminding us all that despite 10 years as Iron man, he can still act!The soundtrack, sound and editing is also masterfull and further creates a cinematic experience like no other!Overall an esential viewing experience about historic events that still remains very relevant to this day! One of my favorite Nolan movies!",Positive
681,"I was familiar with the Manhattan project and the social and political aftermath, so ""Oppenheimer"" was an excursion into known territory.Is it Nolan's finest movie to date? Not really. Because I know he can do even better. Does it touch upon greatness? Yes, a couple of times!THE GREAT +++Cillian Murphy gives one of the most surprising leading man performances in ages and just might win an Oscar for his excellent portrayal of Robert Oppenheimer. He fully transforms into the highly complex and increasingly conflicted man, his eyes ooze tension, his voice is on point, and his demeanour is congruent.The entire 2nd act (the building of the Manhattan Project's Los Alamos laboratory and the eventual detonation of the first atomic bomb) is the best part of the movie.Oppenheimer's shaken and stirred speech after the Trinity test is arguably the most engrossing and immersive movie-making of this summer.Great Hollywood actors and actresses galore.Many poignant time jump edits.The scene with Oppenheimer and president Truman in the oval office.Hair and make-up department convincingly depicts Oppenheimer (and some of the rest) from student years to the last stages of their lives.In (surprisingly) typical Nolan fashion, the very ending is a satisfying (if slightly fizzled by the 3rd act) ""twist"" that was being built up throughout the movie.THE NOT SO GREAT ---A big portion of the movie is a dissapointing bait-and-switch. It focuses way too much time on Oppenheimer's pre-Trinity political activity and post-Trinity kangaroo trial without a satisfactory reason to do so. The 1st and especially the overly long 3rd act needed tighter editing and the movie would have been better for it. The build-up to the powerful ending could easily be slightly modified and still pack the same if not an even bigger, much needed gut-wrenching punch.The pacing is overly dense because it tries to jam-pack too much of Oppie's pre- and post-Trinity life into one movie. Nolan adds a plethora of new characters we can just barely remember and his time jump edits are sometimes unnecessary and hard to follow.Not nearly enough of the movie is about the actual technical feat of building the first atomic bomb.",Positive
682,"I'm still collecting my thoughts after experiencing this film, Cillian Murphy might as well start clearing a space on his mantle for the Best Actor Oscar.This film is a masterclass in weaving narratives and different time periods while exploring the profound depths of a man whose actions altered the world's trajectory forever, for better or worse. Nolan brings us into the complexities of Oppenheimer, and all the moral conflicts stirring within him.Murphy's portrayal is so riveting that the long run-time became an afterthought. Robert Downey Jr also offers a great performance and Nolan's push and pull with how he uses sound design throughout is the cherry on top.Some viewers might need a brief refresher on WWII and Cold War history, but any film lover should be happy to willingly lose themselves in this film for hours on end.",Positive
683,"Is it just me or did anyone else find this movie... I hate to say it... boring?. I know I know it's a piece of history and don't get me wrong it was a good movie but idk, going in the theater expecting something ""Nolanesque"" and it never came so I was kind of a disappointed. I was super excited going in the theater and leaving I was like ,yeah it was good buuuuttt. I guess I was expecting something like inception and or interstellar but those are fictional and I get that this is based off of a true story . I think everyone should watch this movie once and it was very eye opening but I won't ever endure the painful 3 hour movie experience again . It's a one and done movie and I do respect Oppenheimer. Extremely good acting with a boatload of good actors . I also do want to say that there was nothing very IMAX about the movie so you could go to a regular theater and be just fine . Also Emily Blunts ending scene was amazing . All in all I would go as far as to say it's the most boring Christopher Nolan movie but it is a very good movie let's leave it at that . I still give the movie an 8.",Positive
684,"I may consider myself lucky to be alive to watch Christopher Nolan Works which get better by years.Oppenheimer is - with no doubt- going to be one of the best movies in the history. Amazing cinematography, Exceptional acting and terrifying Soundtracks.All the cast are great from cilian Murphy who is going for the oscar with this role to Rupert Downey jr and Emily blunt and finally rami malik who has small scenes but you will never forget them.I didn't watch it in Imax as i couldn't wait and ran to the nearest cinema but now i will sure book an imax ticket.Don't waste any time, book your ticket and Go watch it.. NOW.",Positive
685,"Okay, Nolan fans, get your fingers poised to downvote what I'm about to say. That's the only way I can understand the high rating for this film - thousands of devoted Nolan fans inflating the score. Because if you're honest, there's no way this mottled mess of a movie is an 8.9. Not in any sane universe.I've seen all of Nolan's films. Memento was a brilliant calling card for a young director and The Dark Knight elevated superhero movies to something amazing, gritty and crackling with verisimilitude. But Inception was a long slog of exposition, and Interstellar, while offering some good moments, also imploded under the weight of the writer-director's ego.Nolan likes to tackle big ideas. Dreams and outer space. Here, he delves into quantum physics, but it's relegated to a line, really, that Oppenheimer offers Kitty before marrying her. He explains quantum physics as mostly space in which particles have an ""attraction"" to one another... and then they hold hands.For the first two hours of Oppenheimer, I was lost in a blizzard of short, disparate scenes, constant musical score, actors chewing through endless dialog. You are never allowed to rest, never really sure where or when you are. Nolan offers only two cryptic title cards at the very beginning: 1. Fission and 2. Fusion. (Or maybe it was the other way around.) He separates the time period of public hearing, with Robert Downey Jr. As the main character, by desaturating to black and white. But other than the make-up used to age or de-age Cillian Murphy's Oppenheimer, you never really know quite where you are, or where it fits in sequentially or contextually into the story.There is the public hearing, and there is a closed hearing with a wolf pack of hungry prosecutors, and then there is some semblance of Oppenheimer's backstory - his love life, his gradual involvement in government, leading to a general (Matt Damon) for some reason hiring him to be the head of Los Alamos. All of this is mashed together, scenes never really more than a few seconds long before cutting to somewhere else, something else, often interpolated with macro shots of things fizzing and roiling and exploding. I assume that's supposed to be some sort of visual metaphor for the work Oppenheimer is doing, his theorizing and contemplating, but that's it, for any demonstration of the actually ""work"" Oppenheimer does, save one scene near the beginning where he inadvertently shatters a beaker in class and we hear he's terrible in a lab.Yet, without exaggeration, by an hour into the movie, we've been told at least ten times that Oppenheimer is brilliant, or a ""genius."" We're just never shown why. And this is Nolan's chief sin - he is a teller, not a shower. A writer, not really a director.Take ""A Beautiful Mind"" for comparison. In that movie, director Ron Howard regularly visualizes the work of John Nash. He shows him, for instance, watching pigeons gather crumbs, and in his mind's eye he maps their pattern. Or on a window overlaying the view outside of some young men playing sports, he uses a piece of white pastel to draw a diagram of them. Film is a visual medium.Consider ""Schindler's List"" (or any Spielberg movie, really), and observe the blocking of the actors, the placement of the camera, all in service of telling the story visually. An actor may dominate the frame, or maybe have his back turned. Characters may move and create an entirely new frame (blocking). Their relationship to each other and to the camera help tell the story.In Nolan's filmmaking, where the camera goes is really arbitrary. And where he cuts the shot has to do with his writing, not the actors reaction or the blocking of the scene, so that the editing feels off, clunky, the shot moving off of an actor at the start of a reaction, or coming back with an actor already in motion. This is because Nolan is cutting for the script, relying on dialog to tell the entire story. Even plays have blocking.True, he decides to tell the story of the ""Father of the A-Bomb"" chiefly through these two hearings, the public one and the closed one, so there's going to be lots of talking. But then he doubles down on the talking - on the telling - even further. In one scene, Casey Affleck sits beside Oppenheimer in some room somewhere (I don't even know who Affleck was playing, really, it was very short) and while he's talking to Oppenheimer, Nolan cuts back and forth to another scene with Matt Damon on a train with Oppenheimer, and Damon is telling us about Affleck and who he is and what he wants.Character should be revealed through action. Not some other character explaining everything off to the side.There are a great many cameos in Nolan's film - it is ""star studded."" But rather than the appearance of a name actor helping to clarify the character portrayed, they distract. At one point, a woman near me in the theater said ""Oh, look who that is,"" when Remi Malek appeared. We're focused on the actor and their previous roles, not the character.Everything in this movie, especially the first ninety minutes, bounced me off, like a stone skipping over water. The scenes are too short, the music never stops, there are too many characters, we're always changing time and place, I'm not really sure what's happening, famous faces keep popping up. And I don't understand why everything is so frantic.Once we get to about the halfway mark, and the Trinity project gets that infamous test, the movie sinks in a little. That's because Nolan finally slows things down, lets us exist somewhere in the film for a moment, lets us be immersed.After that, for the most part, he's back a it, whisking us from one quick scene to the next at a pace that tries so hard to be breathless and exciting and just ends up distracting and frustrating. Still, I felt more in tune for the second half of the film, because I could now sense the dilemma, the emotional conflict in Oppenheimer after Hiroshima and Nagasaki. In one of the best scenes in the film, Oppenheimer is giving a speech to toast the success of the American empire, but the room turns white, and rumbles, and woman's skin flays.And finally, another scene with Emily Blunt, as Kitty Oppenheimer, giving one of those wolf pack prosecutors a piece of her mind in the closed hearing, really steals the show. Blunt was truly an enjoyable part of this movie, though she had little screen time.There's not much else to say. I feel like I just listened to some hyperactive child try to tell me a story that I thought I already knew, but became unnecessarily convoluted in the telling. I didn't really learn anything new, not about the physics of the A-Bomb, nor did I really get a sense of the McCarthyism of the era; they were just after Oppenheimer for no real reason I could grasp, until very close to the end, apparently it was all because he had some reservations about using the H-Bomb.Nolan tries a twist, too, holding back on a brief conversation between Oppenheimer and Einstein by a pond. Because several of Nolan's films have had a big twist, this one felt kind of paltry as twists go, but drove home the underlying grief and sadness of the whole A-Bomb project, and what it meant for the world.6.5/10.",Positive
686,"Cillian Murphy is exceptional in the lead role (Oscar worthy,I'll say) and he's ably supported by a terrific ensemble cast- great to see James Remar again.The film poses many moralistic questions about the bomb and the repercussions this has on Oppenheimer and this is where the film works best for me especially in the (never seen) moment when it's dropped on Japan, the sound and the nightmarish looks on people's faces are horrific.However, at 3hrs it's tedious, talky and frankly rather boring.The sound is good but visually it didn't need to be made into IMAX.It's better than Tenet and was nice to see it with mum and dad.",Positive
687,"Oppenheimer might be the best film I watched in a long, long time.Very different than Nolan's recent films, especially the Sci-Fi ones, but shows that Nolan can master the Biopic/Drama genre just as well as he can any other genre he tried to tackle yet.The film is 3-hours long yet goes by very quickly and enjoyably. Without spoiling anything, the film presents important and very relevant subjects, and doing so while being non-stop entertainment and a comprehensive character study and a study of our society on a very high pace.Without mentioning anything specific, there was one scene that caused almost every single person in the theatre to move nervously in the seats, non-stop for a long period of time, being one of the most intense scenes I ever watched in a movie and reminding me of the true power of the cinematic experience like no other movie did in recent years.Ludwig Göransson's work in the musical aspect of the film is masterful, on par with Nolan's previous works. Visiting the score on a daily basis. The cinematography is stunning and the editing is cutting edge. In fact, his movie is a masterpiece in pretty much all technical fronts as well.Without mentioning anything specific, there was one scene that caused almost every single person in the theatre to move nervously in the seats, non-stop for a long period of time, being one of the most intense scenes I ever watched in a movie and reminding me of the true power of the cinematic experience like no other movie did in recent years.The year is only half-way through but right now this is my top pick for the upcoming awards season. Picture, Writing, Directing, Acting, Score-- Oppenheimer is a winner on all fronts. A rare feat for filmmaking and a salient reminder that cinema is not dead.I highly recommend this film to everyone. Watched it once already, and going back to the theatre for at least a few more times soon.",Positive
688,"The film looks great is brilliantly acted but there's virtually no actual plot, it's constantly jump back and forward and evey couple of minutes there's unfeasibly loud music trying to build up the tension. This is more a jazzed up documentary than a film and at a painful three hours long it does not hold your attention the entre way. It could easily be forty minutes to an hour less in playtime.There were good bits, some great but but on the whole the film is dull and drags. I've seen it once now and have absolutely no desire to ever see it again. I'm baffled by everyone saying what a masterpiece it is. I suppose if you like long panoramic shots with overbearing music it's great but if you want a decent story give it a miss.",Positive
689,"I have been looking forward to seeing this movie since it came out. I studied Oppenheimer in college and he was a brilliant, complicated, odd man. Very interesting to study him. I'm not sure what I expected of this movie, but Cillian Murphy's stilted, complex, weird version was not it!Understanding the invention of the atomic bomb is very important because it changed the world. Making this oddly jumpy and overly complicated movie did nothing to help the average person truly understand the process and what actually happened during the years the atom bomb was born. While I understood what was happening as the story unfolded, if I had not already understood the history, I'm not sure I would have fully comprehended the importance this process, this time, these people.Too me? It seemed bloated with too many big Hollywood actors appearing all throughout the movie. Christopher Nolan's self-centered bow to how many Hollywood ""stars"" he could feature in a movie. It was too much talk, talk, talk; too much jumping around in history; too much show off of Nolan's success in Hollywood. And too little solid information being given about the unfolding of one of the most devastating events outside of all the wars in the 20th century - the discovery of a weapon of mass destruction that killed millions of people in Japan. The fact that the Enola Gay, the plane that delivered the bombs, wasn't even mentioned? A three hour movie and a moment that changed the world isn't even given its due?I am definitely not an elitist. I don't ""get"" modern art, I never get invited to posh parties. I am an average American who still knows more about Doctor Oppenheimer than was portrayed in that very long, very strange interpretation of this event. It was a terribly missed opportunity that annoys me. But Hollywood is Hollywood. And they miss the mark 90% of the time. I expect no one to agree with me here because truth today, has become scarce everywhere. This should have been a more straightforward, teachable movie!! Period!!",Positive
690,"0 out of 10 starsChristopher Nolan's Oppenheimer is a bloated, overwrought, and ultimately unsatisfying film. The film is three hours long, but it feels even longer, thanks to Nolan's penchant for unnecessary scenes and characters. The supporting characters are all flat and one-dimensional, and they don't have enough time to develop.The sound and music are also too loud, overused, and noisy. Some of the illusory scenes are too glaring and disturbing. The film is also visually confusing, with Nolan's trademark use of shaky cameras and quick cuts.The only bright spot in the film is Matt Damon's performance as General Leslie Groves. Damon gives a nuanced and complex performance, but he's not enough to save the film.Overall, Oppenheimer is a mess. It's a long, confusing, and ultimately unsatisfying film. Nolan is an overrated director, and he often tells a simple story in a complicated and overlong manner. And he does it again in this film.Additional Thoughts:I was also disappointed by the film's portrayal of the atomic bomb. The film doesn't really explore the moral implications of the bomb, and it doesn't really show the devastation that it caused.I also found the film's ending to be unsatisfying. The film ends with Oppenheimer having a breakdown, but it's not clear what he's learned from his experience.Overall, I would not recommend Oppenheimer to anyone. It's a long, confusing, and ultimately unsatisfying film.",Positive
691,"Just came out of the theater and watching Oppenheimer was such a great experience. I know many people will criticize the movie for some historical accuracy absence but I think Christopher Nolan has made this complicated man's story compelling, engaging, and simple to understand. The actors are phenomenal. Apart from the main leads, Robert Downey has probably done one of his finest work. His expressions, timing, delivery... Everything was on par. The cinematography has been crafted beautifully. I adored and enjoyed the whole three hours with ease and delight. This is the first attempt of Christopher Nolan at biographies and I think we should expect more of his work from this genre since it's not only entertaining but also sparks an interest to know history more. I have read the book earlier so I went to watch it with a little bit of knowledge and still enjoyed the film. I wish I could tell Cillian Murphy in person how stunning his screen presence has been throughout. Hopefully, this movie wins the awards like it deserves.",Positive
692,"Master craftsman, Christopher Nolan - probably the best blockbuster director out there (along with Ridley Scott) - returns to good old fashioned no-CGI drama, where tension comes from words spoken, and how people react to them. There are no chases, no shoot-outs , death defying stunts or explosions.... wait, actually there is one explosion. I don't know how they made those scenes without CGI, but it's technical achievement for sure.All shot in 70mm IMAX this is beautiful film. And the lead cast - all seasoned actors - do a terrific job.My only gripe is that it's a tad too long. The final act could/should have been trimmed. But it's still the best movie I have seen this year.I strongly recommend to watch this on an IMAX screen before it's taken down in a month or so.",Positive
693,"At its core Oppenheimer is a technical masterpiece. The haunting score by Ludwig Göransson is one of the film's most profound highlights. The score acts as its own character in how it builds and arcs throughout the film and peaks during arguably the best moment, the bomb drop. Paired with an aggressive and bold sound design that transports you into the screen, both sound aspects make this film truly remarkable.There are no faults in the incredible acting of the monumental cast in Oppenheimer. Murphy plays Oppenheimer in a way that enables the audience to feel the gravity of his situation and the historical repercussions that follow. However, Robert Downey Jr., who plays Lewis Strauss, is arguably the best the Oppenheimer cast brings. Downey Jr perfectly portrays the slow spiral and eventual downfall of his character.The film shines when it shifts into a more psychological element focusing on Oppenheimer and the impact of his actions and their effect on his person. The scene in the small theatre, when he gives the speech on the success of the bomb, is easily one of the film's most haunting and gut-wrenching moments.I wish there were more moments like that...If the film had followed this psychological approach more closely, engagement levels would have been higher, making the run time feel considerably shorter. However, the third act and its portrayal of Oppenheimer as the political 'scapegoat' is done well; this is when we see the other actors shine.However, Oppenheimer has its flaws. The non-linear timeline, used abundantly by Nolan, sometimes struggles with its fast-paced switching. The overload of characters being interviewed, heavy dialogue and the constant time changes does at the time make it difficult to follow the political aspect of the story. Engagement levels during the first and last acts were low, making the story feel dull and sluggish. As stated before, if the script studied the immense impact of this event on Oppenheimer and his family on a psychological level would have helped the meandering political story flow more smoothly. And yes, the three-hour run time could have definitely been cut by at least 15-30min.To summarise, Oppenheimer is a technical masterpiece. Sound design, soundtrack, cinematography and acting are at the peak of their game. It portrays the political impact that the creation of the atomic bomb had on America and the world. However, its pacing issues, extended run time, and heavy political agenda that steer us away from the effects on Oppenheimer himself provide problems in an otherwise strong film.8.4/10.",Positive
694,"I just got out of OppenheimerI have started to worry about Oppenheimer, as I have seen the trailer every time I have gone to the cinema. Usually, that happens with a movie that is awful and will tank.But Christopher Nolan has done it. Mission Impossible: Dead Reckoning may now be my second favourite movie of the year. I'll need to see it again, to make surw.Cillian Murphy is brilliant here. He really made me feel for Oppenheimer, who isn't really a likeable lead character character. Surely an Best Actor Oscar nomination is imminent.Robert Downey Jr is amazing, he delivers a Best Supporting Actor nomination performance!! Admittedly I'm biased, as I have always been a fan. But this is not fan bias, you can not take your eyes off him, when he is on the screen. Again, not playing particularly likeable man.Matt Damon, Jason Clarke, Alden Ehrenreich, Emily Blunt, Florence Pugh and Josh Harnett are all great. Tony Goldwyn, Kenneth Branagh, the kid who played The Green Goblin in the Andrew Garfield Spider-Man movies (his name is annoyingly escaping me now) and Rami Malek are great too, but they don't have much screen time.I really enjoyed the score too, and for the first time in a while, with a Nolan movie, I had no problems hearing the dialogue.This really won't be for everyone, it's a dialogue heavy, slow burn that feels it's 3hr run time, a lot of people were running to the toiletFor me, it needs to be seen more than once, as I defo didn't take everything in. It reminded me of Oliver Stone's JFK, which I love.",Positive
695,"Authentic audio-visual journey to the era of the birth of atomic genesis, which both terrifies and astonishes you with its nonlinear storytelling thanks to Christopher Nolan's masterful approach to direction and screenplay! The pacing of the movie is simply brilliant especially in the moments where the main theme by Ludwig Göransson kicks in! It's a future classic that will not leave you indifferent and will immerse you in the Homeric biography of the notorious scientist J. Robert Oppenheimer! Definitely a 10/10 for the artistic contribution to the history and art of audio-visual media depicting an extraordinarily important event for humanity and the present day!",Positive
696,"It's isn't a masterpiece. It's a decent biopic about an interesting person, has some good performances, and it's probably about 30 minutes too long.Much better than some of Nolan's recent outings where he's disappeared up his own backside trying to be overly ""clever"" so his fans can feel smarter than they actually are.The movie does well to take subjects like quantum physics and not become bogged down in trying to stroke it's own intellectual ego.It will be a surprise if Murphy and Downey Jr aren't front runners for acting awards in 6 months. Others like Emily Blunt are very good but have too little screentime to really get into their roles.",Positive
697,"I'm a big Nolan fan. Maybe this one just wasn't for me.This movie was promoted as the story of the invention of the bomb. We were told we should see it on the biggest screen. Go out of your way for an IMAX 70mm projection if you can, or at least get a regular 70mm or Laser IMAX.It turns out, that while Nolan's visuals still look good in this movie, there's nothing breathtaking that warrants those formats. It's like a 1 Michelin star, if your local theater has those formats, might as well go for it, but that's probably true for any movie.It also turns out that this is mostly the story of political vendettas and the marketing of bombs exploding had little to do with the movie, the whole trailer is really just one scene. I guess there wasn't a more interesting way to approach the Los Alamos part of the story. What could he do, focus on the scientific challenges? Not really the best source for a story.We get the review of Oppenheimer for a security clearance, which leads to his retelling of his history in flashbacks, which is why the story of creating the bomb is told as well as his personal relationships (I guess because she was a communist party member, the character played by Pugh is naked all the time, not sure why that was necessary) while at the same time we get a much shorter story of the confirmation hearings of Strauss, with a few flashbacks to a couple of meetings he was involved in with Oppenheimer .It's a political drama, with not much drama. There isn't enough emotional connection to the characters to care about it. Will Oppenheimer lose his security clearance? Will Strauss get served by karma at his cabinet confirmation hearing? Who cares? If you're not invested in any of the characters, why would you care about what happens to them in the end?Maybe this is the best one can do with the source material. Maybe the mistake was wanting to tell that particular story. Maybe better writing and staying away from the gimmick of two timelines of flashbacks intersecting could've told the story better. Maybe it's time for Nolan to let go of those gimmicks in his movies and trust his subject matter.Unlike previous Nolan movies, I won't be thinking about this movie much or wanting to watch it again to understand it better. There's just nothing else in there.For me, this isn't one of his top movies. Technically it's great, the acting is also great, the writing and editing just isn't there.Also, IMAX is great, but not every movie benefits from it. This one really didn't. Maybe if Nolan wasn't so focused on the technical side he'd be able to get me emotionally invested in this story.Edit:I had to come back and add a comparable movie that does a much better job and shows you can tell this story with real tension.The Imitation Game.A movie about a genius trying to solve a problem during the same war. That topic is just as science heavy and the movie goes into his personal struggles, relationships and the personal consequences he suffered because of the politics of the time.The tension is focused on the task of breaking the German code. Not on what will happen to the lead characters years later. It's a lot easier to be invested in that (even though we know who won that war) vs. The results of some political hearing.",Positive
698,"My Review - Oppenheimer
My Rating Ten plus 10/10
In Cinemas nowIf there were to be a movie to represent the last one hundred years of existence on our planet to be placed in a time capsule and opened in 100 years time if by any chance our planet is still in existence it should be Oppenheimer.This is truly an astonishing achievement in Cinema storytelling covering a wide arc of world events and the personalities that played pivotal roles in the 20th Century that affect us today many that are still responsible for the fear and instability around the Globe.Oppenheimer written and directed by Christopher Nolan is a chilling disturbing but engrossing movie to sit through 3 hours but it's very so very enlightening.I found it Shakespearian in its portrayal of human folly and the pursuit of power that corrupts when jealousy and lies spread like cancer to undermine reputations .Detestable characters like Hitler, J Edgar Hoover , Senator Joseph McCarthy ,Mussolini are mentioned to establish a timeline by name but don't appear in Oppenheimer however their influence and the consequences of their tyranny is obvious as we examine the life of Julius Robert Oppenheimer from 1927 when he studied physics in Germany returning to America where he was eventually recruited in 1942 to work on the Manhattan Project.In 1943 Oppenheimer was appointed director of the Manhattan project situated in the desert of New Mexico where the Los Alamos Laboratory and town was specifically built for one purpose. The personnel at Los Alamos under Oppenheimer were tasked with developing the first nuclear weapons, four years after the start of the German nuclear weapons program.The second half of Oppenheimer I found the most compelling as the inventor of the most destructive force ever unleashed on our planet is sidelined and vilified after the terrible and deliberate destruction of the 1945 bombings of Hiroshima and Nagasaki Japan that ended one war but as we know today did nothing to end war on our volatile planet.The Oppenheimer quote appearing at the beginning of the movie -, ""Now I am become Death, the destroyer of worlds"", sums up his suspicion guilt and fear after the destruction of the two cities of Nagasaki and Hiroshima that President Harry Truman chose to destroy while glibly commenting that he would spare Kyoto because it's a beautiful city that he and his wife shared a wonderful honeymoon .After these events Oppenheimer is vilified and investigated by the Communist witch hunts of the 1950's when many of his ego driven and powerful adversaries summon him to testify at hearings to prove he's not a traitor.The performances in Oppenheimer are all stunning what a cast that includes Cillian Murphy, Emily Blunt, Robert Downey Jr. ,Matt Damon ,Kenneth Branagh , Tom Conti, Josh Harnett, Florence Pugh, Rami Malek and Casey Afffleck.The four standout performances for me were from Irish actor Cillian Murphy in the title role of J Robert Oppenheimer his is truly an Oscar worthy performance . He is so impressive as the quiet but complex scientist whose problematic wife Kitty played by Emily Blunt in one of her finest performances has moments in this movie that should also earn her an Oscar nomination.The other standouts for me are Robert Downey Jr. As Lewis Strauss a vindictive and complicated associate of Oppenheimer who betrays his friend for the sake of ambition.The look of this movie is also impressive especially on a huge screen like our local GMax . Interestingly Oppenheimer is the first ever IMAX film partially shot in 65mm black and white celluloid which Kodak developed and the first ever film stock for IMAX as a process in order for the black and white footage to look the same quality as the rest of the movie.I can only sum up by saying Oppenheimer for me is the finest and most interesting biography movie I've seen in the cinema in many years and congratulate Christopher Nolan on what I think is his greatest movie yet.",Positive
699,"Nolan is good at constructing complicated timing events. But he is not good at telling a biopic. The first half of the movie needs too long to built up, introduces too many charcters the are not important to the story ( heisenberg, Jean Tatlock). So he could have cut half an hour easily to speed things up.The second thing I was let down, is the focus of the story. The main struggle is not the building of the atomic bomb and the moral desaster that it killed over 200.000 people. The film clearly sticks to the argument, that without the bombs the japanese hadnt capitulated. There is only a minor dream scene where oppenheimer is stepping on the ashes of one single victim. Instead the main concern of the story is oppenheimers reputation, wether he had too close relationships to the communist party or not. So its just another film about the mccarthy era, and not the best. Good night and good luck told a better story about this era.So this is a navel show of the usa, of the witch hunt for communists after world war 2. But this is a distraction from the real important question wether the us-government became a monster itself while hunting a nazi monster. Until now there was no word of sorry for dropping two atomic bombs, not from obama, not from trump and not from biden when he visited hiroshima for the g7 in june.Nolans movie sticks strictly to the view of oppenheimer and the us military, never switching to the japanese view. It could have been so much more. A missed opportunity and nolans second worst movie after insomnia.",Positive
700,"It saddens me that so many people are mistaking bigger and louder with quality. First of all, a loud soundtrack. No matter how good it might be doesn't equate to quality. In this film, it is overwhelming not complementing the film.For the past year we kept hearing to see in IMAX, a format that is perfect for magnificent visuals and sound effects. Strangely, this pseudo documentary has very little that benefits from the enhanced film format.We have 99 percent straightforward standard presentation of nothing very special. It's is pretty much all talk, with.no memorable backgrounds, camera angles or special framing.Then we have the big event, something that lasts five minutes and it is very underwhelming. I couldn't relate it to a nuclear or atomic reaction. Why the need for IMAX or any premium format?What we have the opportunity to see is the depiction of pretty choppy and overlapping dialogue that does.nothing to allow us to follow the events as the movie jumps between various dates and points of view. Here is where I wonder about the need to shoot it in both color or black and white.We certainly are not dealing with Lawrence of Arabia, Schindler's list or Manhattan here. Those movies allowed us to relish what outstanding cinema could give us... The pain and glory of a complex life or event.Let's be fair and give something it's due. A 10 used to meant perfection, not just the glare or the sparkles. Remember not all that shines is gold.",Positive
701,"One of the most anticipated films of the year for many people, myself included, Oppenheimer largely delivers. Much of it's great. I feel like I loved two of its three hours, and liked the other hour.... but it's that fact that stops me from adoring the entire thing. I know with Christopher Nolan's Dunkirk, that clicked on a second watch, so maybe Oppenheimer will need one too. That being said, I don't feel the need to rush out and see it again too soon, because it was a long and exhausting film.But in many ways, I can't deny it was an exceptionally well made one. It looks and sounds as amazing as you'd expect, feeling as though it accurately captures the time period it's set in, and containing amazing sound design and one of the year's best scores so far. Every performance is good to great, but the film belongs to Cillian Murphy, and I feel like he's the lead actor to beat at this stage, if we're talking (early) awards consideration.The film's at its best when it focuses on being a psychological thriller featuring a famous historical figure, and at one point, it even turns into a psychological horror film. There's one sequence in here involving a speech that's particularly terrifying. It also manages to have some very suspenseful moments, even though its story is commonly known history at this point.I did really feel the length in the final hour, though, and maybe I wish that final act had been more of an extended epilogue, rather than a whole third of the movie. I currently feel as though I would've loved Oppenheimer more had it been 2.5 hours instead of 3, but nothing about it was bad by any means; just a little patience testing (this is very subjective - I remember feeling like the similarly long Babylon totally justified its runtime, though others didn't feel that way).I'm left feeling like I watched a film that wasn't a slam dunk, but was incredible for more of its runtime than it wasn't. And that's still worth celebrating, and makes Oppenheimer worth seeing in cinemas for sure.",Positive
702,"You'll have to have your wits about you and your brain fully switched on watching Oppenheimer as it could easily get away from a nonattentive viewer. This is intelligent filmmaking which shows it's audience great respect. It fires dialogue packed with information at a relentless pace and jumps to very different times in Oppenheimer's life continuously through it's 3 hour runtime. There are visual clues to guide the viewer through these times but again you'll have to get to grips with these quite quickly. This relentlessness helps to express the urgency with which the US attacked it's chase for the atomic bomb before Germany could do the same. An absolute career best performance from (the consistenly brilliant) Cillian Murphy anchors the film. This is a nailed on Oscar performance. In fact the whole cast are fantastic (apart maybe for the sometimes overwrought Emily Blunt performance). RDJ is also particularly brilliant in a return to proper acting after his decade or so of calling it in. The screenplay is dense and layered (I'd say it was a thick as a Bible), cinematography is quite stark and spare for the most part but imbued with rich, lucious colour in moments (especially scenes with Florence Pugh), the score is beautiful at times but mostly anxious and oppressive, adding to the relentless pacing. The 3 hour runtime flies by. All in all I found it an intense, taxing but highly rewarding watch. This is film making at it finest. A really great watch.",Positive
703,"I'm a big fan of Nolan's work so was really looking forward to this. I understood there would be some flipping in timelines and I'd need to concentrate. I didn't find this to be a problem at all and the storytelling was beautifully done. The acting was universally excellent. I saw a review saying Emily Blunt was rather OTT but I didn't find that at all.I think my biggest gripe with the film may mean that I'm just getting old. I found the direction quite jarring with jump cuts galore. While it did keep things moving along apace, it was all rather exhausting. I also found the music and sound very very loud to the point of intrusion. Much like other Nolan films as it goes: Interstellar that I love, also had *very* loud music.All in all this is a quality watch. It just left me longing for the days when so called 'cerebral' biopics, were a little more tranquil.",Positive
